,YEAR,SITE,RACE,SEX,COUNT,POPULATION
4004,2008,Other Digestive Organs,Black,Female,48,21446016
4005,2008,Other Digestive Organs,Black,Male,84,19602943
4006,2008,Other Digestive Organs,Hispanic,Female,22,23468891
4007,2008,Other Digestive Organs,Hispanic,Male,31,24320894
4008,2008,Other Digestive Organs,White,Female,357,122761253
4009,2008,Other Digestive Organs,White,Male,396,120129836
4010,2008,Other Endocrine including Thymus,Asian/Pacific Islander,Female,19,8410193
4011,2008,Other Endocrine including Thymus,Asian/Pacific Islander,Male,25,7759796
4012,2008,Other Endocrine including Thymus,Black,Female,63,21446016
4013,2008,Other Endocrine including Thymus,Black,Male,68,19602943
4014,2008,Other Endocrine including Thymus,Hispanic,Female,34,23468891
4015,2008,Other Endocrine including Thymus,Hispanic,Male,36,24320894
4016,2008,Other Endocrine including Thymus,White,Female,356,122761253
4017,2008,Other Endocrine including Thymus,White,Male,374,120129836
4018,2008,Other Female Genital Organs,Black,Female,45,21446016
4019,2008,Other Female Genital Organs,Hispanic,Female,26,23468891
4020,2008,Other Female Genital Organs,White,Female,369,122761253
4021,2008,Other Leukemias,Asian/Pacific Islander,Female,65,8410193
4022,2008,Other Leukemias,Asian/Pacific Islander,Male,70,7759796
4023,2008,Other Leukemias,Black,Female,273,21446016
4024,2008,Other Leukemias,Black,Male,343,19602943
4025,2008,Other Leukemias,Hispanic,Female,173,23468891
4026,2008,Other Leukemias,Hispanic,Male,231,24320894
4027,2008,Other Leukemias,White,Female,2579,122761253
4028,2008,Other Leukemias,White,Male,3302,120129836
4029,2008,Other Male Genital Organs,White,Male,39,120129836
4030,2008,Other Non-Epithelial Skin,Black,Female,39,21446016
4031,2008,Other Non-Epithelial Skin,Black,Male,126,19602943
4032,2008,Other Non-Epithelial Skin,Hispanic,Female,32,23468891
4033,2008,Other Non-Epithelial Skin,Hispanic,Male,53,24320894
4034,2008,Other Non-Epithelial Skin,White,Female,740,122761253
4035,2008,Other Non-Epithelial Skin,White,Male,1786,120129836
4036,2008,Other Oral Cavity and Pharynx,Black,Female,70,21446016
4037,2008,Other Oral Cavity and Pharynx,Black,Male,202,19602943
4038,2008,Other Oral Cavity and Pharynx,Hispanic,Male,73,24320894
4039,2008,Other Oral Cavity and Pharynx,White,Female,311,122761253
4040,2008,Other Oral Cavity and Pharynx,White,Male,982,120129836
4041,2008,Other Urinary Organs,Black,Female,22,21446016
4042,2008,Other Urinary Organs,Black,Male,19,19602943
4043,2008,Other Urinary Organs,White,Female,125,122761253
4044,2008,Other Urinary Organs,White,Male,216,120129836
4045,2008,Ovary,American Indian/Alaska Native,Female,66,1986553
4046,2008,Ovary,Asian/Pacific Islander,Female,371,8410193
4047,2008,Ovary,Black,Female,1200,21446016
4048,2008,Ovary,Hispanic,Female,783,23468891
4049,2008,Ovary,White,Female,12725,122761253
4050,2008,Pancreas,American Indian/Alaska Native,Female,63,1986553
4051,2008,Pancreas,American Indian/Alaska Native,Male,67,1997376
4052,2008,Pancreas,Asian/Pacific Islander,Female,444,8410193
4053,2008,Pancreas,Asian/Pacific Islander,Male,429,7759796
4054,2008,Pancreas,Black,Female,2214,21446016
4055,2008,Pancreas,Black,Male,1894,19602943
4056,2008,Pancreas,Hispanic,Female,931,23468891
4057,2008,Pancreas,Hispanic,Male,1011,24320894
4058,2008,Pancreas,White,Female,14998,122761253
4059,2008,Pancreas,White,Male,15125,120129836
4060,2008,Penis,Black,Male,34,19602943
4061,2008,Penis,Hispanic,Male,35,24320894
4062,2008,Penis,White,Male,207,120129836
4063,2008,"Peritoneum, Omentum and Mesentery",Black,Female,29,21446016
4064,2008,"Peritoneum, Omentum and Mesentery",Hispanic,Female,33,23468891
4065,2008,"Peritoneum, Omentum and Mesentery",White,Female,589,122761253
4066,2008,"Peritoneum, Omentum and Mesentery",White,Male,55,120129836
4067,2008,Pleura,White,Male,37,120129836
4068,2008,Prostate,American Indian/Alaska Native,Male,133,1997376
4069,2008,Prostate,Asian/Pacific Islander,Male,389,7759796
4070,2008,Prostate,Black,Male,4587,19602943
4071,2008,Prostate,Hispanic,Male,1436,24320894
4072,2008,Prostate,White,Male,23362,120129836
4073,2008,Rectum and Rectosigmoid Junction,American Indian/Alaska Native,Female,32,1986553
4074,2008,Rectum and Rectosigmoid Junction,American Indian/Alaska Native,Male,32,1997376
4075,2008,Rectum and Rectosigmoid Junction,Asian/Pacific Islander,Female,127,8410193
4076,2008,Rectum and Rectosigmoid Junction,Asian/Pacific Islander,Male,156,7759796
4077,2008,Rectum and Rectosigmoid Junction,Black,Female,448,21446016
4078,2008,Rectum and Rectosigmoid Junction,Black,Male,601,19602943
4079,2008,Rectum and Rectosigmoid Junction,Hispanic,Female,195,23468891
4080,2008,Rectum and Rectosigmoid Junction,Hispanic,Male,316,24320894
4081,2008,Rectum and Rectosigmoid Junction,White,Female,3454,122761253
4082,2008,Rectum and Rectosigmoid Junction,White,Male,4357,120129836
4083,2008,Retroperitoneum,White,Female,92,122761253
4084,2008,Retroperitoneum,White,Male,110,120129836
4085,2008,Salivary Gland,Black,Female,19,21446016
4086,2008,Salivary Gland,Black,Male,28,19602943
4087,2008,Salivary Gland,Hispanic,Male,32,24320894
4088,2008,Salivary Gland,White,Female,217,122761253
4089,2008,Salivary Gland,White,Male,429,120129836
4090,2008,Skin excluding Basal and Squamous,Asian/Pacific Islander,Female,23,8410193
4091,2008,Skin excluding Basal and Squamous,Asian/Pacific Islander,Male,34,7759796
4092,2008,Skin excluding Basal and Squamous,Black,Female,102,21446016
4093,2008,Skin excluding Basal and Squamous,Black,Male,183,19602943
4094,2008,Skin excluding Basal and Squamous,Hispanic,Female,101,23468891
4095,2008,Skin excluding Basal and Squamous,Hispanic,Male,169,24320894
4096,2008,Skin excluding Basal and Squamous,White,Female,3604,122761253
4097,2008,Skin excluding Basal and Squamous,White,Male,7372,120129836
4098,2008,Small Intestine,Asian/Pacific Islander,Female,16,8410193
4099,2008,Small Intestine,Asian/Pacific Islander,Male,16,7759796
4100,2008,Small Intestine,Black,Female,92,21446016
4101,2008,Small Intestine,Black,Male,99,19602943
4102,2008,Small Intestine,Hispanic,Female,23,23468891
4103,2008,Small Intestine,Hispanic,Male,38,24320894
4104,2008,Small Intestine,White,Female,438,122761253
4105,2008,Small Intestine,White,Male,529,120129836
4106,2008,Soft Tissue including Heart,Asian/Pacific Islander,Female,53,8410193
4107,2008,Soft Tissue including Heart,Asian/Pacific Islander,Male,49,7759796
4108,2008,Soft Tissue including Heart,Black,Female,284,21446016
4109,2008,Soft Tissue including Heart,Black,Male,242,19602943
4110,2008,Soft Tissue including Heart,Hispanic,Female,152,23468891
4111,2008,Soft Tissue including Heart,Hispanic,Male,161,24320894
4112,2008,Soft Tissue including Heart,White,Female,1634,122761253
4113,2008,Soft Tissue including Heart,White,Male,1815,120129836
4114,2008,Stomach,American Indian/Alaska Native,Female,26,1986553
4115,2008,Stomach,American Indian/Alaska Native,Male,45,1997376
4116,2008,Stomach,Asian/Pacific Islander,Female,325,8410193
4117,2008,Stomach,Asian/Pacific Islander,Male,430,7759796
4118,2008,Stomach,Black,Female,861,21446016
4119,2008,Stomach,Black,Male,1196,19602943
4120,2008,Stomach,Hispanic,Female,594,23468891
4121,2008,Stomach,Hispanic,Male,804,24320894
4122,2008,Stomach,White,Female,3405,122761253
4123,2008,Stomach,White,Male,5064,120129836
4124,2008,Testis,Black,Male,26,19602943
4125,2008,Testis,Hispanic,Male,64,24320894
4126,2008,Testis,White,Male,314,120129836
4127,2008,Thyroid,Asian/Pacific Islander,Female,60,8410193
4128,2008,Thyroid,Asian/Pacific Islander,Male,24,7759796
4129,2008,Thyroid,Black,Female,92,21446016
4130,2008,Thyroid,Black,Male,46,19602943
4131,2008,Thyroid,Hispanic,Female,97,23468891
4132,2008,Thyroid,Hispanic,Male,54,24320894
4133,2008,Thyroid,White,Female,807,122761253
4134,2008,Thyroid,White,Male,613,120129836
4135,2008,Tongue,Asian/Pacific Islander,Female,18,8410193
4136,2008,Tongue,Asian/Pacific Islander,Male,34,7759796
4137,2008,Tongue,Black,Female,42,21446016
4138,2008,Tongue,Black,Male,127,19602943
4139,2008,Tongue,Hispanic,Female,29,23468891
4140,2008,Tongue,Hispanic,Male,56,24320894
4141,2008,Tongue,White,Female,604,122761253
4142,2008,Tongue,White,Male,1145,120129836
4143,2008,Tonsil,Black,Female,16,21446016
4144,2008,Tonsil,Black,Male,78,19602943
4145,2008,Tonsil,Hispanic,Male,19,24320894
4146,2008,Tonsil,White,Female,121,122761253
4147,2008,Tonsil,White,Male,503,120129836
4148,2008,"Trachea, Mediastinum and Other Respiratory Organs",Black,Male,19,19602943
4149,2008,"Trachea, Mediastinum and Other Respiratory Organs",White,Female,77,122761253
4150,2008,"Trachea, Mediastinum and Other Respiratory Organs",White,Male,104,120129836
4151,2008,Ureter,White,Female,150,122761253
4152,2008,Ureter,White,Male,185,120129836
4153,2008,Urinary Bladder,American Indian/Alaska Native,Female,18,1986553
4154,2008,Urinary Bladder,American Indian/Alaska Native,Male,30,1997376
4155,2008,Urinary Bladder,Asian/Pacific Islander,Female,47,8410193
4156,2008,Urinary Bladder,Asian/Pacific Islander,Male,138,7759796
4157,2008,Urinary Bladder,Black,Female,434,21446016
4158,2008,Urinary Bladder,Black,Male,516,19602943
4159,2008,Urinary Bladder,Hispanic,Female,155,23468891
4160,2008,Urinary Bladder,Hispanic,Male,308,24320894
4161,2008,Urinary Bladder,White,Female,3746,122761253
4162,2008,Urinary Bladder,White,Male,9107,120129836
4163,2008,"Uterus, NOS",American Indian/Alaska Native,Female,16,1986553
4164,2008,"Uterus, NOS",Asian/Pacific Islander,Female,100,8410193
4165,2008,"Uterus, NOS",Black,Female,800,21446016
4166,2008,"Uterus, NOS",Hispanic,Female,275,23468891
4167,2008,"Uterus, NOS",White,Female,3323,122761253
4168,2008,Vagina,Black,Female,57,21446016
4169,2008,Vagina,Hispanic,Female,30,23468891
4170,2008,Vagina,White,Female,345,122761253
4171,2008,Vulva,Black,Female,63,21446016
4172,2008,Vulva,Hispanic,Female,39,23468891
4173,2008,Vulva,White,Female,848,122761253
4174,2009,Acute Lymphocytic,Asian/Pacific Islander,Female,19,8687874
4175,2009,Acute Lymphocytic,Asian/Pacific Islander,Male,26,7995377
4176,2009,Acute Lymphocytic,Black,Female,45,21744516
4177,2009,Acute Lymphocytic,Black,Male,74,19887934
4178,2009,Acute Lymphocytic,Hispanic,Female,125,24261364
4179,2009,Acute Lymphocytic,Hispanic,Male,158,25062023
4180,2009,Acute Lymphocytic,White,Female,527,123469289
4181,2009,Acute Lymphocytic,White,Male,722,120845324
4182,2009,Acute Myeloid,American Indian/Alaska Native,Male,23,2078819
4183,2009,Acute Myeloid,Asian/Pacific Islander,Female,130,8687874
4184,2009,Acute Myeloid,Asian/Pacific Islander,Male,144,7995377
4185,2009,Acute Myeloid,Black,Female,347,21744516
4186,2009,Acute Myeloid,Black,Male,355,19887934
4187,2009,Acute Myeloid,Hispanic,Female,265,24261364
4188,2009,Acute Myeloid,Hispanic,Male,299,25062023
4189,2009,Acute Myeloid,White,Female,3481,123469289
4190,2009,Acute Myeloid,White,Male,4729,120845324
4191,2009,"Anus, Anal Canal and Anorectum",Black,Female,48,21744516
4192,2009,"Anus, Anal Canal and Anorectum",Black,Male,48,19887934
4193,2009,"Anus, Anal Canal and Anorectum",Hispanic,Female,29,24261364
4194,2009,"Anus, Anal Canal and Anorectum",White,Female,460,123469289
4195,2009,"Anus, Anal Canal and Anorectum",White,Male,246,120845324
4196,2009,Bones and Joints,Asian/Pacific Islander,Male,25,7995377
4197,2009,Bones and Joints,Black,Female,70,21744516
4198,2009,Bones and Joints,Black,Male,105,19887934
4199,2009,Bones and Joints,Hispanic,Female,62,24261364
4200,2009,Bones and Joints,Hispanic,Male,71,25062023
4201,2009,Bones and Joints,White,Female,513,123469289
4202,2009,Bones and Joints,White,Male,645,120845324
4203,2009,Cervix,American Indian/Alaska Native,Female,43,2062396
4204,2009,Cervix,Asian/Pacific Islander,Female,132,8687874
4205,2009,Cervix,Black,Female,822,21744516
4206,2009,Cervix,Hispanic,Female,486,24261364
4207,2009,Cervix,White,Female,2912,123469289
4208,2009,Chronic Lymphocytic,Asian/Pacific Islander,Male,20,7995377
4209,2009,Chronic Lymphocytic,Black,Female,137,21744516
4210,2009,Chronic Lymphocytic,Black,Male,228,19887934
4211,2009,Chronic Lymphocytic,Hispanic,Female,50,24261364
4212,2009,Chronic Lymphocytic,Hispanic,Male,51,25062023
4213,2009,Chronic Lymphocytic,White,Female,1693,123469289
4214,2009,Chronic Lymphocytic,White,Male,2458,120845324
4215,2009,Chronic Myeloid,Asian/Pacific Islander,Female,18,8687874
4216,2009,Chronic Myeloid,Black,Female,38,21744516
4217,2009,Chronic Myeloid,Black,Male,66,19887934
4218,2009,Chronic Myeloid,Hispanic,Female,27,24261364
4219,2009,Chronic Myeloid,Hispanic,Male,44,25062023
4220,2009,Chronic Myeloid,White,Female,387,123469289
4221,2009,Chronic Myeloid,White,Male,476,120845324
4222,2009,Colon and Rectum,American Indian/Alaska Native,Female,152,2062396
4223,2009,Colon and Rectum,American Indian/Alaska Native,Male,142,2078819
4224,2009,Colon and Rectum,Asian/Pacific Islander,Female,614,8687874
4225,2009,Colon and Rectum,Asian/Pacific Islander,Male,678,7995377
4226,2009,Colon and Rectum,Black,Female,3391,21744516
4227,2009,Colon and Rectum,Black,Male,3383,19887934
4228,2009,Colon and Rectum,Hispanic,Female,1362,24261364
4229,2009,Colon and Rectum,Hispanic,Male,1707,25062023
4230,2009,Colon and Rectum,White,Female,20885,123469289
4231,2009,Colon and Rectum,White,Male,22603,120845324
4232,2009,Colon excluding Rectum,American Indian/Alaska Native,Female,124,2062396
4233,2009,Colon excluding Rectum,American Indian/Alaska Native,Male,108,2078819
4234,2009,Colon excluding Rectum,Asian/Pacific Islander,Female,512,8687874
4235,2009,Colon excluding Rectum,Asian/Pacific Islander,Male,529,7995377
4236,2009,Colon excluding Rectum,Black,Female,2926,21744516
4237,2009,Colon excluding Rectum,Black,Male,2791,19887934
4238,2009,Colon excluding Rectum,Hispanic,Female,1168,24261364
4239,2009,Colon excluding Rectum,Hispanic,Male,1346,25062023
4240,2009,Colon excluding Rectum,White,Female,17459,123469289
4241,2009,Colon excluding Rectum,White,Male,18022,120845324
4242,2009,Corpus,Asian/Pacific Islander,Female,85,8687874
4243,2009,Corpus,Black,Female,551,21744516
4244,2009,Corpus,Hispanic,Female,185,24261364
4245,2009,Corpus,White,Female,2689,123469289
4246,2009,"Corpus and Uterus, NOS",American Indian/Alaska Native,Female,22,2062396
4247,2009,"Corpus and Uterus, NOS",Asian/Pacific Islander,Female,197,8687874
4248,2009,"Corpus and Uterus, NOS",Black,Female,1369,21744516
4249,2009,"Corpus and Uterus, NOS",Hispanic,Female,504,24261364
4250,2009,"Corpus and Uterus, NOS",White,Female,6125,123469289
4251,2009,Esophagus,American Indian/Alaska Native,Female,16,2062396
4252,2009,Esophagus,American Indian/Alaska Native,Male,49,2078819
4253,2009,Esophagus,Asian/Pacific Islander,Female,62,8687874
4254,2009,Esophagus,Asian/Pacific Islander,Male,165,7995377
4255,2009,Esophagus,Black,Female,354,21744516
4256,2009,Esophagus,Black,Male,1004,19887934
4257,2009,Esophagus,Hispanic,Female,110,24261364
4258,2009,Esophagus,Hispanic,Male,468,25062023
4259,2009,Esophagus,White,Female,2447,123469289
4260,2009,Esophagus,White,Male,9811,120845324
4261,2009,Eye and Orbit,White,Female,142,123469289
4262,2009,Eye and Orbit,White,Male,120,120845324
4263,2009,Female Breast,American Indian/Alaska Native,Female,173,2062396
4264,2009,Female Breast,Asian/Pacific Islander,Female,873,8687874
4265,2009,Female Breast,Black,Female,5850,21744516
4266,2009,Female Breast,Hispanic,Female,2270,24261364
4267,2009,Female Breast,White,Female,33780,123469289
4268,2009,Floor of Mouth,White,Female,27,123469289
4269,2009,Floor of Mouth,White,Male,68,120845324
4270,2009,Gallbladder,Asian/Pacific Islander,Female,57,8687874
4271,2009,Gallbladder,Asian/Pacific Islander,Male,46,7995377
4272,2009,Gallbladder,Black,Female,167,21744516
4273,2009,Gallbladder,Black,Male,96,19887934
4274,2009,Gallbladder,Hispanic,Female,192,24261364
4275,2009,Gallbladder,Hispanic,Male,80,25062023
4276,2009,Gallbladder,White,Female,1146,123469289
4277,2009,Gallbladder,White,Male,516,120845324
4278,2009,Gum and Other Mouth,Black,Female,36,21744516
4279,2009,Gum and Other Mouth,Black,Male,72,19887934
4280,2009,Gum and Other Mouth,Hispanic,Female,19,24261364
4281,2009,Gum and Other Mouth,Hispanic,Male,28,25062023
4282,2009,Gum and Other Mouth,White,Female,451,123469289
4283,2009,Gum and Other Mouth,White,Male,504,120845324
4284,2009,Hodgkin Lymphoma,Black,Female,59,21744516
4285,2009,Hodgkin Lymphoma,Black,Male,81,19887934
4286,2009,Hodgkin Lymphoma,Hispanic,Female,45,24261364
4287,2009,Hodgkin Lymphoma,Hispanic,Male,68,25062023
4288,2009,Hodgkin Lymphoma,White,Female,494,123469289
4289,2009,Hodgkin Lymphoma,White,Male,598,120845324
4290,2009,Hypopharynx,Black,Male,37,19887934
4291,2009,Hypopharynx,White,Female,44,123469289
4292,2009,Hypopharynx,White,Male,183,120845324
4293,2009,Kidney and Renal Pelvis,American Indian/Alaska Native,Female,33,2062396
4294,2009,Kidney and Renal Pelvis,American Indian/Alaska Native,Male,62,2078819
4295,2009,Kidney and Renal Pelvis,Asian/Pacific Islander,Female,83,8687874
4296,2009,Kidney and Renal Pelvis,Asian/Pacific Islander,Male,184,7995377
4297,2009,Kidney and Renal Pelvis,Black,Female,496,21744516
4298,2009,Kidney and Renal Pelvis,Black,Male,772,19887934
4299,2009,Kidney and Renal Pelvis,Hispanic,Female,297,24261364
4300,2009,Kidney and Renal Pelvis,Hispanic,Male,550,25062023
4301,2009,Kidney and Renal Pelvis,White,Female,4062,123469289
4302,2009,Kidney and Renal Pelvis,White,Male,7303,120845324
4303,2009,Larynx,Asian/Pacific Islander,Male,40,7995377
4304,2009,Larynx,Black,Female,114,21744516
4305,2009,Larynx,Black,Male,512,19887934
4306,2009,Larynx,Hispanic,Female,27,24261364
4307,2009,Larynx,Hispanic,Male,172,25062023
4308,2009,Larynx,White,Female,640,123469289
4309,2009,Larynx,White,Male,2301,120845324
4310,2009,Leukemias,American Indian/Alaska Native,Female,31,2062396
4311,2009,Leukemias,American Indian/Alaska Native,Male,50,2078819
4312,2009,Leukemias,Asian/Pacific Islander,Female,239,8687874
4313,2009,Leukemias,Asian/Pacific Islander,Male,276,7995377
4314,2009,Leukemias,Black,Female,863,21744516
4315,2009,Leukemias,Black,Male,1016,19887934
4316,2009,Leukemias,Hispanic,Female,647,24261364
4317,2009,Leukemias,Hispanic,Male,764,25062023
4318,2009,Leukemias,White,Female,8537,123469289
4319,2009,Leukemias,White,Male,11676,120845324
4320,2009,Lip,White,Male,41,120845324
4321,2009,Liver and Intrahepatic Bile Duct,American Indian/Alaska Native,Female,59,2062396
4322,2009,Liver and Intrahepatic Bile Duct,American Indian/Alaska Native,Male,100,2078819
4323,2009,Liver and Intrahepatic Bile Duct,Asian/Pacific Islander,Female,394,8687874
4324,2009,Liver and Intrahepatic Bile Duct,Asian/Pacific Islander,Male,846,7995377
4325,2009,Liver and Intrahepatic Bile Duct,Black,Female,816,21744516
4326,2009,Liver and Intrahepatic Bile Duct,Black,Male,1910,19887934
4327,2009,Liver and Intrahepatic Bile Duct,Hispanic,Female,751,24261364
4328,2009,Liver and Intrahepatic Bile Duct,Hispanic,Male,1512,25062023
4329,2009,Liver and Intrahepatic Bile Duct,White,Female,5048,123469289
4330,2009,Liver and Intrahepatic Bile Duct,White,Male,10179,120845324
4331,2009,Lung and Bronchus,American Indian/Alaska Native,Female,319,2062396
4332,2009,Lung and Bronchus,American Indian/Alaska Native,Male,367,2078819
4333,2009,Lung and Bronchus,Asian/Pacific Islander,Female,1253,8687874
4334,2009,Lung and Bronchus,Asian/Pacific Islander,Male,1771,7995377
4335,2009,Lung and Bronchus,Black,Female,6638,21744516
4336,2009,Lung and Bronchus,Black,Male,9687,19887934
4337,2009,Lung and Bronchus,Hispanic,Female,1817,24261364
4338,2009,Lung and Bronchus,Hispanic,Male,2960,25062023
4339,2009,Lung and Bronchus,White,Female,62177,123469289
4340,2009,Lung and Bronchus,White,Male,75869,120845324
4341,2009,Lymphomas,American Indian/Alaska Native,Female,38,2062396
4342,2009,Lymphomas,American Indian/Alaska Native,Male,45,2078819
4343,2009,Lymphomas,Asian/Pacific Islander,Female,246,8687874
4344,2009,Lymphomas,Asian/Pacific Islander,Male,267,7995377
4345,2009,Lymphomas,Black,Female,689,21744516
4346,2009,Lymphomas,Black,Male,897,19887934
4347,2009,Lymphomas,Hispanic,Female,627,24261364
4348,2009,Lymphomas,Hispanic,Male,810,25062023
4349,2009,Lymphomas,White,Female,8811,123469289
4350,2009,Lymphomas,White,Male,10646,120845324
4351,2009,Male Breast,Black,Male,55,19887934
4352,2009,Male Breast,Hispanic,Male,16,25062023
4353,2009,Male Breast,White,Male,342,120845324
4354,2009,Melanomas of the Skin,Asian/Pacific Islander,Female,21,8687874
4355,2009,Melanomas of the Skin,Asian/Pacific Islander,Male,23,7995377
4356,2009,Melanomas of the Skin,Black,Female,66,21744516
4357,2009,Melanomas of the Skin,Black,Male,70,19887934
4358,2009,Melanomas of the Skin,Hispanic,Female,87,24261364
4359,2009,Melanomas of the Skin,Hispanic,Male,121,25062023
4360,2009,Melanomas of the Skin,White,Female,3115,123469289
4361,2009,Melanomas of the Skin,White,Male,5885,120845324
4362,2009,Mesothelioma,Asian/Pacific Islander,Male,20,7995377
4363,2009,Mesothelioma,Black,Female,18,21744516
4364,2009,Mesothelioma,Black,Male,61,19887934
4365,2009,Mesothelioma,Hispanic,Female,26,24261364
4366,2009,Mesothelioma,Hispanic,Male,86,25062023
4367,2009,Mesothelioma,White,Female,501,123469289
4368,2009,Mesothelioma,White,Male,1989,120845324
4369,2009,Miscellaneous,American Indian/Alaska Native,Female,108,2062396
4370,2009,Miscellaneous,American Indian/Alaska Native,Male,126,2078819
4371,2009,Miscellaneous,Asian/Pacific Islander,Female,417,8687874
4372,2009,Miscellaneous,Asian/Pacific Islander,Male,445,7995377
4373,2009,Miscellaneous,Black,Female,2156,21744516
4374,2009,Miscellaneous,Black,Male,2359,19887934
4375,2009,Miscellaneous,Hispanic,Female,900,24261364
4376,2009,Miscellaneous,Hispanic,Male,1031,25062023
4377,2009,Miscellaneous,White,Female,16312,123469289
4378,2009,Miscellaneous,White,Male,18003,120845324
4379,2009,Myeloma,American Indian/Alaska Native,Female,30,2062396
4380,2009,Myeloma,American Indian/Alaska Native,Male,27,2078819
4381,2009,Myeloma,Asian/Pacific Islander,Female,82,8687874
4382,2009,Myeloma,Asian/Pacific Islander,Male,109,7995377
4383,2009,Myeloma,Black,Female,875,21744516
4384,2009,Myeloma,Black,Male,925,19887934
4385,2009,Myeloma,Hispanic,Female,278,24261364
4386,2009,Myeloma,Hispanic,Male,360,25062023
4387,2009,Myeloma,White,Female,3861,123469289
4388,2009,Myeloma,White,Male,4781,120845324
4389,2009,Nasopharynx,Asian/Pacific Islander,Female,32,8687874
4390,2009,Nasopharynx,Asian/Pacific Islander,Male,90,7995377
4391,2009,Nasopharynx,Black,Female,28,21744516
4392,2009,Nasopharynx,Black,Male,69,19887934
4393,2009,Nasopharynx,Hispanic,Male,34,25062023
4394,2009,Nasopharynx,White,Female,148,123469289
4395,2009,Nasopharynx,White,Male,288,120845324
4396,2009,Non-Hodgkin Lymphoma,American Indian/Alaska Native,Female,38,2062396
4397,2009,Non-Hodgkin Lymphoma,American Indian/Alaska Native,Male,42,2078819
4398,2009,Non-Hodgkin Lymphoma,Asian/Pacific Islander,Female,239,8687874
4399,2009,Non-Hodgkin Lymphoma,Asian/Pacific Islander,Male,259,7995377
4400,2009,Non-Hodgkin Lymphoma,Black,Female,630,21744516
4401,2009,Non-Hodgkin Lymphoma,Black,Male,816,19887934
4402,2009,Non-Hodgkin Lymphoma,Hispanic,Female,582,24261364
4403,2009,Non-Hodgkin Lymphoma,Hispanic,Male,742,25062023
4404,2009,Non-Hodgkin Lymphoma,White,Female,8317,123469289
4405,2009,Non-Hodgkin Lymphoma,White,Male,10048,120845324
4406,2009,"Nose, Nasal Cavity and Middle Ear",Black,Female,27,21744516
4407,2009,"Nose, Nasal Cavity and Middle Ear",Black,Male,45,19887934
4408,2009,"Nose, Nasal Cavity and Middle Ear",Hispanic,Male,30,25062023
4409,2009,"Nose, Nasal Cavity and Middle Ear",White,Female,176,123469289
4410,2009,"Nose, Nasal Cavity and Middle Ear",White,Male,262,120845324
4411,2009,Oral Cavity and Pharynx,American Indian/Alaska Native,Female,16,2062396
4412,2009,Oral Cavity and Pharynx,American Indian/Alaska Native,Male,26,2078819
4413,2009,Oral Cavity and Pharynx,Asian/Pacific Islander,Female,79,8687874
4414,2009,Oral Cavity and Pharynx,Asian/Pacific Islander,Male,177,7995377
4415,2009,Oral Cavity and Pharynx,Black,Female,238,21744516
4416,2009,Oral Cavity and Pharynx,Black,Male,732,19887934
4417,2009,Oral Cavity and Pharynx,Hispanic,Female,104,24261364
4418,2009,Oral Cavity and Pharynx,Hispanic,Male,290,25062023
4419,2009,Oral Cavity and Pharynx,White,Female,2117,123469289
4420,2009,Oral Cavity and Pharynx,White,Male,4537,120845324
4421,2009,Oropharynx,Black,Female,24,21744516
4422,2009,Oropharynx,Black,Male,85,19887934
4423,2009,Oropharynx,Hispanic,Male,28,25062023
4424,2009,Oropharynx,White,Female,165,123469289
4425,2009,Oropharynx,White,Male,433,120845324
4426,2009,Other Biliary,Asian/Pacific Islander,Female,31,8687874
4427,2009,Other Biliary,Asian/Pacific Islander,Male,30,7995377
4428,2009,Other Biliary,Black,Female,58,21744516
4429,2009,Other Biliary,Black,Male,55,19887934
4430,2009,Other Biliary,Hispanic,Female,50,24261364
4431,2009,Other Biliary,Hispanic,Male,47,25062023
4432,2009,Other Biliary,White,Female,603,123469289
4433,2009,Other Biliary,White,Male,601,120845324
4434,2009,Other Digestive Organs,Asian/Pacific Islander,Female,16,8687874
4435,2009,Other Digestive Organs,Black,Female,73,21744516
4436,2009,Other Digestive Organs,Black,Male,59,19887934
4437,2009,Other Digestive Organs,Hispanic,Female,24,24261364
4438,2009,Other Digestive Organs,Hispanic,Male,26,25062023
4439,2009,Other Digestive Organs,White,Female,338,123469289
4440,2009,Other Digestive Organs,White,Male,437,120845324
4441,2009,Other Endocrine including Thymus,Asian/Pacific Islander,Female,20,8687874
4442,2009,Other Endocrine including Thymus,Asian/Pacific Islander,Male,22,7995377
4443,2009,Other Endocrine including Thymus,Black,Female,64,21744516
4444,2009,Other Endocrine including Thymus,Black,Male,81,19887934
4445,2009,Other Endocrine including Thymus,Hispanic,Female,36,24261364
4446,2009,Other Endocrine including Thymus,Hispanic,Male,41,25062023
4447,2009,Other Endocrine including Thymus,White,Female,360,123469289
4448,2009,Other Endocrine including Thymus,White,Male,373,120845324
4449,2009,Other Female Genital Organs,Black,Female,47,21744516
4450,2009,Other Female Genital Organs,Hispanic,Female,18,24261364
4451,2009,Other Female Genital Organs,White,Female,358,123469289
4452,2009,Other Leukemias,Asian/Pacific Islander,Female,60,8687874
4453,2009,Other Leukemias,Asian/Pacific Islander,Male,74,7995377
4454,2009,Other Leukemias,Black,Female,296,21744516
4455,2009,Other Leukemias,Black,Male,293,19887934
4456,2009,Other Leukemias,Hispanic,Female,180,24261364
4457,2009,Other Leukemias,Hispanic,Male,212,25062023
4458,2009,Other Leukemias,White,Female,2449,123469289
4459,2009,Other Leukemias,White,Male,3291,120845324
